COGs,Trait
1338,Host-associated
1373,Host-associated
1369,Host-associated
1346,Host-associated
1346,Host-associated
1366,Host-associated
1375,Host-associated
1365,Host-associated
1363,Host-associated
1363,Host-associated
1364,Host-associated
1318,Host-associated
1372,Host-associated
1376,Host-associated
1365,Host-associated
1379,Host-associated
1382,Host-associated
1368,Host-associated
1375,Host-associated
1371,Host-associated
1342,Host-associated
1352,Host-associated
1366,Host-associated
1393,Host-associated
1392,Host-associated
1403,Host-associated
1346,Host-associated
1330,Host-associated
1401,Host-associated
1406,Host-associated
1375,Host-associated
1378,Host-associated
1380,Host-associated
1376,Host-associated
1376,Host-associated
1373,Host-associated
1381,Host-associated
1370,Host-associated
1468,Host-associated
1466,Host-associated
1452,Host-associated
1448,Host-associated
1448,Host-associated
1396,Non-host-associated
1470,Non-host-associated
1466,Non-host-associated
1313,Non-host-associated
1474,Non-host-associated
1461,Non-host-associated
1452,Non-host-associated
1473,Non-host-associated
1463,Non-host-associated
1465,Non-host-associated
1463,Non-host-associated
1461,Non-host-associated
1452,Non-host-associated
1454,Non-host-associated
1456,Non-host-associated
1453,Non-host-associated
1459,Non-host-associated
1459,Non-host-associated
1462,Non-host-associated
1452,Non-host-associated
1461,Non-host-associated
1457,Non-host-associated
1458,Non-host-associated
1456,Non-host-associated
1462,Non-host-associated
1442,Non-host-associated
1453,Non-host-associated
1458,Non-host-associated
1453,Non-host-associated
1460,Non-host-associated
1460,Non-host-associated
1464,Non-host-associated
1463,Non-host-associated
1468,Non-host-associated
1452,Non-host-associated
1461,Non-host-associated
1457,Non-host-associated
1451,Non-host-associated
1464,Non-host-associated
1456,Non-host-associated
1471,Non-host-associated
1459,Non-host-associated
1456,Non-host-associated
1459,Non-host-associated
1460,Non-host-associated
1455,Non-host-associated
1459,Non-host-associated
1465,Non-host-associated
1468,Non-host-associated
1454,Non-host-associated
1460,Non-host-associated
1465,Non-host-associated
1462,Non-host-associated
1458,Non-host-associated
1462,Non-host-associated
1461,Non-host-associated
1463,Non-host-associated
1470,Non-host-associated
1480,Non-host-associated
1467,Non-host-associated
1458,Non-host-associated
1462,Non-host-associated
1460,Non-host-associated
1459,Non-host-associated
1467,Non-host-associated
1460,Non-host-associated
1455,Non-host-associated
1443,Non-host-associated
1456,Non-host-associated
1455,Non-host-associated
1461,Non-host-associated
1470,Non-host-associated
1472,Non-host-associated
1458,Non-host-associated
1470,Non-host-associated
1461,Non-host-associated
1451,Non-host-associated
1461,Non-host-associated
1458,Non-host-associated
1478,Non-host-associated
1479,Non-host-associated
1474,Non-host-associated
1462,Non-host-associated
1461,Non-host-associated
1460,Non-host-associated
1455,Non-host-associated
1461,Non-host-associated
1457,Non-host-associated
1457,Non-host-associated
1452,Non-host-associated
1451,Non-host-associated
1453,Non-host-associated
1452,Non-host-associated
1452,Non-host-associated
1451,Non-host-associated
1454,Non-host-associated
1461,Non-host-associated
1476,Non-host-associated
1460,Non-host-associated
1455,Non-host-associated
1459,Non-host-associated
1458,Non-host-associated
1462,Non-host-associated
1455,Non-host-associated
1473,Non-host-associated
1461,Non-host-associated
1467,Non-host-associated
1463,Non-host-associated
1459,Non-host-associated
1459,Non-host-associated
1453,Non-host-associated
1453,Non-host-associated
1449,Non-host-associated
1454,Non-host-associated
1460,Non-host-associated
1458,Non-host-associated
1458,Non-host-associated
1463,Non-host-associated
1461,Non-host-associated
1463,Non-host-associated
1463,Non-host-associated
1473,Non-host-associated
1461,Non-host-associated
1460,Non-host-associated
1469,Non-host-associated
1465,Non-host-associated
1466,Non-host-associated
1467,Non-host-associated
1460,Non-host-associated
1461,Non-host-associated
1468,Non-host-associated
1465,Non-host-associated
1463,Non-host-associated
1470,Non-host-associated
1467,Non-host-associated
1450,Non-host-associated
1460,Non-host-associated
1464,Non-host-associated
1466,Non-host-associated
1460,Non-host-associated
1456,Non-host-associated
1460,Non-host-associated
1464,Non-host-associated
1475,Non-host-associated
1463,Non-host-associated
1458,Non-host-associated
1471,Non-host-associated
1469,Non-host-associated
1457,Non-host-associated
1463,Non-host-associated
1455,Non-host-associated
1462,Non-host-associated
1463,Non-host-associated
1461,Non-host-associated
1462,Non-host-associated
1460,Non-host-associated
1460,Non-host-associated
1461,Non-host-associated
1462,Non-host-associated
1459,Non-host-associated
1461,Non-host-associated
1459,Non-host-associated
1457,Non-host-associated
1457,Non-host-associated
1459,Non-host-associated
1456,Non-host-associated
1451,Non-host-associated
1446,Non-host-associated
1456,Non-host-associated
1451,Non-host-associated
1454,Non-host-associated
1456,Non-host-associated
1460,Non-host-associated
1467,Non-host-associated
1461,Non-host-associated
1462,Non-host-associated
1460,Non-host-associated
1461,Non-host-associated
1469,Non-host-associated
1459,Non-host-associated
1455,Non-host-associated
1460,Non-host-associated
1454,Non-host-associated
1460,Non-host-associated
1442,Non-host-associated
1465,Non-host-associated
1457,Non-host-associated
1460,Non-host-associated
1465,Non-host-associated
1469,Non-host-associated
1465,Non-host-associated
1466,Non-host-associated
1467,Non-host-associated
1458,Non-host-associated
1458,Non-host-associated
1460,Non-host-associated
1461,Non-host-associated
1460,Non-host-associated
1464,Non-host-associated
1465,Non-host-associated
1463,Non-host-associated
1462,Non-host-associated
1456,Non-host-associated
1459,Non-host-associated
1457,Non-host-associated
1452,Non-host-associated
1465,Non-host-associated
1461,Non-host-associated
1463,Non-host-associated
1459,Non-host-associated
1464,Non-host-associated
1461,Non-host-associated
1463,Non-host-associated
1461,Non-host-associated
1462,Non-host-associated
1466,Non-host-associated
1459,Non-host-associated
1454,Non-host-associated
1462,Non-host-associated
1467,Non-host-associated
1468,Non-host-associated
1437,Non-host-associated
1460,Non-host-associated
1476,Non-host-associated
1454,Non-host-associated
1452,Non-host-associated
1468,Non-host-associated
1459,Non-host-associated
1270,Non-host-associated
1275,Non-host-associated
1248,Non-host-associated
1354,Non-host-associated
1355,Non-host-associated
1354,Non-host-associated
1283,Non-host-associated
1412,Non-host-associated
1386,Non-host-associated
1418,Non-host-associated
1433,Non-host-associated
1429,Non-host-associated
1429,Non-host-associated
1431,Non-host-associated
1253,Non-host-associated
1340,Non-host-associated
1344,Non-host-associated
1383,Non-host-associated
1387,Non-host-associated
1227,Non-host-associated
1392,Non-host-associated
1379,Non-host-associated
1405,Non-host-associated
1399,Non-host-associated
1396,Non-host-associated
1396,Non-host-associated
1401,Non-host-associated
1411,Non-host-associated
1364,Non-host-associated
1419,Non-host-associated
1414,Non-host-associated
1386,Non-host-associated
1364,Non-host-associated
1113,Non-host-associated
1379,Non-host-associated
1415,Non-host-associated
1416,Non-host-associated
1396,Non-host-associated
1429,Non-host-associated
1420,Non-host-associated
1358,Non-host-associated
1352,Non-host-associated
1341,Non-host-associated
1349,Non-host-associated
1341,Non-host-associated
1353,Non-host-associated
1359,Non-host-associated
1408,Non-host-associated
1369,Non-host-associated
1152,Non-host-associated
1403,Non-host-associated
1387,Non-host-associated
1352,Non-host-associated
1399,Non-host-associated
1413,Non-host-associated
1410,Non-host-associated
1409,Non-host-associated
1322,Non-host-associated
1321,Non-host-associated
1325,Non-host-associated
1322,Non-host-associated
1373,Non-host-associated
1374,Non-host-associated
1366,Non-host-associated
1379,Non-host-associated
1354,Non-host-associated
1359,Non-host-associated
1364,Non-host-associated
1308,Non-host-associated
1378,Non-host-associated
1375,Non-host-associated
1362,Non-host-associated
1391,Non-host-associated
1345,Non-host-associated
1584,Non-host-associated
1377,Non-host-associated
1353,Non-host-associated
1343,Non-host-associated
1422,Non-host-associated
1394,Non-host-associated
1335,Non-host-associated
1339,Non-host-associated
1332,Non-host-associated
1315,Non-host-associated
1389,Non-host-associated
1315,Non-host-associated
1321,Non-host-associated
1370,Non-host-associated
1374,Non-host-associated
1412,Non-host-associated
1309,Non-host-associated
1375,Non-host-associated
1359,Non-host-associated
1411,Non-host-associated
1398,Non-host-associated
1355,Non-host-associated
1382,Non-host-associated
1422,Non-host-associated
1389,Non-host-associated
1389,Non-host-associated
1367,Non-host-associated
1432,Non-host-associated
1401,Non-host-associated
1395,Non-host-associated
1440,Non-host-associated
1400,Non-host-associated
1367,Non-host-associated
1398,Non-host-associated
1369,Non-host-associated
1381,Non-host-associated
1327,Non-host-associated
1406,Non-host-associated
1407,Non-host-associated
1385,Non-host-associated
1372,Non-host-associated
1384,Non-host-associated
1361,Non-host-associated
1368,Non-host-associated
1369,Non-host-associated
1357,Non-host-associated
1371,Non-host-associated
1433,Non-host-associated
1428,Non-host-associated
1357,Non-host-associated
1372,Non-host-associated
1386,Non-host-associated
1384,Non-host-associated
1385,Non-host-associated
1395,Non-host-associated
1397,Non-host-associated
1429,Non-host-associated
1376,Non-host-associated
1405,Non-host-associated
1408,Non-host-associated
1401,Non-host-associated
1406,Non-host-associated
1404,Non-host-associated
1407,Non-host-associated
1401,Non-host-associated
1407,Non-host-associated
1409,Non-host-associated
1408,Non-host-associated
1422,Non-host-associated
1430,Non-host-associated
1406,Non-host-associated
1408,Non-host-associated
1404,Non-host-associated
1404,Non-host-associated
1405,Non-host-associated
1424,Non-host-associated
1386,Non-host-associated
1423,Non-host-associated
1362,Non-host-associated
1415,Non-host-associated
1410,Non-host-associated
1429,Non-host-associated
1374,Non-host-associated
1401,Non-host-associated
1404,Non-host-associated
1444,Non-host-associated
1446,Non-host-associated
1446,Non-host-associated
1444,Non-host-associated
1442,Non-host-associated
1446,Non-host-associated
1446,Non-host-associated
1447,Non-host-associated
1445,Non-host-associated
1439,Non-host-associated
1444,Non-host-associated
1425,Non-host-associated
1430,Non-host-associated
1430,Non-host-associated
1403,Non-host-associated
1405,Non-host-associated
1381,Non-host-associated
1434,Non-host-associated
1404,Non-host-associated
1430,Non-host-associated
1408,Non-host-associated
1376,Non-host-associated
1391,Non-host-associated
1380,Non-host-associated
1423,Non-host-associated
1405,Non-host-associated
1369,Non-host-associated
1408,Non-host-associated
1421,Non-host-associated
1376,Non-host-associated
1431,Non-host-associated
1430,Non-host-associated
1402,Non-host-associated
1425,Non-host-associated
1425,Non-host-associated
1434,Non-host-associated
1430,Non-host-associated
1404,Non-host-associated
1367,Non-host-associated
1432,Non-host-associated
1432,Non-host-associated
1432,Non-host-associated
1435,Non-host-associated
1429,Non-host-associated
1429,Non-host-associated
1404,Non-host-associated
1399,Non-host-associated
1357,Non-host-associated
1363,Non-host-associated
1429,Non-host-associated
1403,Non-host-associated
1399,Non-host-associated
1400,Non-host-associated
1177,Non-host-associated
1391,Non-host-associated
1351,Non-host-associated
1381,Non-host-associated
1421,Non-host-associated
1277,Non-host-associated
1401,Non-host-associated
1312,Non-host-associated
1388,Non-host-associated
1417,Non-host-associated
1375,Non-host-associated
1428,Non-host-associated
1383,Non-host-associated
1382,Non-host-associated
1406,Non-host-associated
1419,Non-host-associated
1267,Non-host-associated
1409,Non-host-associated
1400,Non-host-associated
1391,Non-host-associated
1439,Non-host-associated
1399,Non-host-associated
1433,Non-host-associated
1382,Non-host-associated
1424,Non-host-associated
1435,Non-host-associated
1431,Non-host-associated
1359,Non-host-associated
1428,Non-host-associated
1435,Non-host-associated
1435,Non-host-associated
1435,Non-host-associated
1435,Non-host-associated
1430,Non-host-associated
1386,Non-host-associated
1389,Non-host-associated
1405,Non-host-associated
1406,Non-host-associated
1428,Non-host-associated
1347,Non-host-associated
1387,Non-host-associated
1442,Non-host-associated
1314,Non-host-associated
1393,Non-host-associated
1428,Non-host-associated
1439,Non-host-associated
1457,Non-host-associated
1296,Non-host-associated
1287,Non-host-associated
1272,Non-host-associated
1444,Non-host-associated
1087,Non-host-associated
1305,Non-host-associated
1360,Non-host-associated
1393,Non-host-associated
1393,Non-host-associated
1393,Non-host-associated
1337,Non-host-associated
1374,Non-host-associated
1482,Non-host-associated
1376,Non-host-associated
1379,Non-host-associated
1412,Non-host-associated
1393,Non-host-associated
1393,Non-host-associated
1305,Non-host-associated
1267,Non-host-associated
1314,Non-host-associated
1313,Non-host-associated
1308,Non-host-associated
1299,Non-host-associated
1312,Non-host-associated
1318,Non-host-associated
1297,Non-host-associated
1326,Non-host-associated
1301,Non-host-associated
1307,Non-host-associated
1351,Non-host-associated
1372,Non-host-associated
1339,Non-host-associated
1375,Non-host-associated
1340,Non-host-associated
1361,Non-host-associated
1359,Non-host-associated
1367,Non-host-associated
1355,Non-host-associated
1353,Non-host-associated
1369,Non-host-associated
1411,Non-host-associated
1410,Non-host-associated
1410,Non-host-associated
1374,Non-host-associated
1314,Non-host-associated
1461,Non-host-associated
1461,Non-host-associated
1459,Non-host-associated
1464,Non-host-associated
1466,Non-host-associated
1460,Non-host-associated
1461,Non-host-associated
1462,Non-host-associated
1460,Non-host-associated
1462,Non-host-associated
1464,Non-host-associated
1461,Non-host-associated
1452,Non-host-associated
1464,Non-host-associated
1462,Non-host-associated
1477,Non-host-associated
1453,Non-host-associated
1452,Non-host-associated
1457,Non-host-associated
1453,Non-host-associated
1458,Non-host-associated
1452,Non-host-associated
1460,Non-host-associated
1460,Non-host-associated
1458,Non-host-associated
1456,Non-host-associated
1464,Non-host-associated
1459,Non-host-associated
1448,Non-host-associated
1457,Non-host-associated
1457,Non-host-associated
1454,Non-host-associated
1457,Non-host-associated
1461,Non-host-associated
1493,Non-host-associated
1464,Non-host-associated
1456,Non-host-associated
1465,Non-host-associated
1463,Non-host-associated
1464,Non-host-associated
1466,Non-host-associated
1451,Non-host-associated
1458,Non-host-associated
1457,Non-host-associated
1447,Non-host-associated
1456,Non-host-associated
1456,Non-host-associated
1447,Non-host-associated
1452,Non-host-associated
1456,Non-host-associated
1454,Non-host-associated
1466,Non-host-associated
1466,Non-host-associated
1466,Non-host-associated
1465,Non-host-associated
1464,Non-host-associated
1464,Non-host-associated
1455,Non-host-associated
1453,Non-host-associated
1454,Non-host-associated
1456,Non-host-associated
1366,Non-host-associated
1350,Non-host-associated
1397,Non-host-associated
1403,Non-host-associated
1400,Non-host-associated
1403,Non-host-associated
1410,Non-host-associated
1433,Non-host-associated
1330,Non-host-associated
1374,Non-host-associated
1393,Non-host-associated
1387,Non-host-associated
1407,Non-host-associated
1377,Non-host-associated
1378,Non-host-associated
1386,Non-host-associated
1395,Non-host-associated
1389,Non-host-associated
1387,Non-host-associated
1392,Non-host-associated
1424,Non-host-associated
1385,Non-host-associated
1423,Non-host-associated
1408,Non-host-associated
1390,Non-host-associated
1427,Non-host-associated
1416,Non-host-associated
1417,Non-host-associated
1434,Non-host-associated
1435,Non-host-associated
1470,Non-host-associated
1443,Non-host-associated
1431,Non-host-associated
1442,Non-host-associated
1440,Non-host-associated
1388,Non-host-associated
1414,Non-host-associated
1427,Non-host-associated
1350,Non-host-associated
1365,Non-host-associated
1348,Non-host-associated
1343,Non-host-associated
1376,Non-host-associated
1383,Non-host-associated
1398,Non-host-associated
1384,Non-host-associated
1393,Non-host-associated
1396,Non-host-associated
1397,Non-host-associated
1398,Non-host-associated
1395,Non-host-associated
1392,Non-host-associated
1399,Non-host-associated
1381,Non-host-associated
1397,Non-host-associated
1399,Non-host-associated
1394,Non-host-associated
1401,Non-host-associated
1399,Non-host-associated
1389,Non-host-associated
1401,Non-host-associated
1346,Non-host-associated
1327,Non-host-associated
1323,Non-host-associated
1296,Non-host-associated
1392,Non-host-associated
1391,Non-host-associated
1429,Non-host-associated
1419,Non-host-associated
1423,Non-host-associated
1375,Non-host-associated
1398,Non-host-associated
1398,Non-host-associated
1383,Non-host-associated
1382,Non-host-associated
1377,Non-host-associated
1372,Non-host-associated
1389,Non-host-associated
1374,Non-host-associated
1378,Non-host-associated
1397,Non-host-associated
1408,Non-host-associated
1384,Non-host-associated
1390,Non-host-associated
1403,Non-host-associated
1371,Non-host-associated
1415,Non-host-associated
1344,Non-host-associated
1345,Non-host-associated
1371,Non-host-associated
1391,Non-host-associated
1397,Non-host-associated
1393,Non-host-associated
1398,Non-host-associated
1353,Non-host-associated
1404,Non-host-associated
1417,Non-host-associated
1330,Non-host-associated
1356,Non-host-associated
1377,Non-host-associated
1356,Non-host-associated
1398,Non-host-associated
1403,Non-host-associated
1413,Non-host-associated
1406,Non-host-associated
1407,Non-host-associated
1423,Non-host-associated
1405,Non-host-associated
1401,Non-host-associated
1380,Non-host-associated
1347,Non-host-associated
1370,Non-host-associated
1358,Non-host-associated
1394,Non-host-associated
1357,Non-host-associated
1376,Non-host-associated
1357,Non-host-associated
1359,Non-host-associated
1364,Non-host-associated
1374,Non-host-associated
1359,Non-host-associated
1371,Non-host-associated
1325,Non-host-associated
1353,Non-host-associated
1385,Non-host-associated
1363,Non-host-associated
1356,Non-host-associated
1356,Non-host-associated
1374,Non-host-associated
1402,Non-host-associated
1360,Non-host-associated
1367,Non-host-associated
1369,Non-host-associated
1356,Non-host-associated
1376,Non-host-associated
1378,Non-host-associated
1405,Non-host-associated
1375,Non-host-associated
1363,Non-host-associated
1383,Non-host-associated
1334,Non-host-associated
1384,Non-host-associated
1363,Non-host-associated
1394,Non-host-associated
1413,Non-host-associated
1383,Non-host-associated
1380,Non-host-associated
1358,Non-host-associated
1372,Non-host-associated
1389,Non-host-associated
1381,Non-host-associated
1373,Non-host-associated
1376,Non-host-associated
1376,Non-host-associated
1404,Non-host-associated
1363,Non-host-associated
1400,Non-host-associated
1369,Non-host-associated
1373,Non-host-associated
1383,Non-host-associated
1394,Non-host-associated
1364,Non-host-associated
1435,Non-host-associated
1425,Non-host-associated
1396,Non-host-associated
1427,Non-host-associated
1396,Non-host-associated
1405,Non-host-associated
1352,Non-host-associated
1384,Non-host-associated
1359,Non-host-associated
1267,Non-host-associated
1376,Non-host-associated
1392,Non-host-associated
1462,Non-host-associated
1384,Non-host-associated
1397,Non-host-associated
1398,Non-host-associated
1407,Non-host-associated
1407,Non-host-associated
1357,Non-host-associated
1371,Non-host-associated
1345,Non-host-associated
1327,Non-host-associated
1370,Non-host-associated
1422,Non-host-associated
1384,Non-host-associated
1398,Non-host-associated
1325,Non-host-associated
1313,Non-host-associated
1396,Non-host-associated
1367,Non-host-associated
1368,Non-host-associated
1369,Non-host-associated
1398,Non-host-associated
1389,Non-host-associated
1398,Non-host-associated
1367,Non-host-associated
1378,Non-host-associated
1434,Non-host-associated
1409,Non-host-associated
1346,Non-host-associated
1333,Non-host-associated
1287,Non-host-associated
1312,Non-host-associated
1375,Non-host-associated
1398,Non-host-associated
1359,Non-host-associated
1398,Non-host-associated
1397,Non-host-associated
1311,Non-host-associated
1359,Non-host-associated
1413,Non-host-associated
1374,Non-host-associated
1361,Non-host-associated
1399,Non-host-associated
1398,Non-host-associated
1375,Non-host-associated
1391,Non-host-associated
1390,Non-host-associated
1389,Non-host-associated
1394,Non-host-associated
1383,Non-host-associated
1378,Non-host-associated
1371,Non-host-associated
1356,Non-host-associated
1296,Non-host-associated
1255,Non-host-associated
1411,Non-host-associated
1348,Non-host-associated
1348,Non-host-associated
1470,Non-host-associated
1375,Non-host-associated
1324,Non-host-associated
1295,Non-host-associated
1300,Non-host-associated
1265,Non-host-associated
1315,Non-host-associated
1265,Non-host-associated
1281,Non-host-associated
1289,Non-host-associated
1318,Non-host-associated
1321,Non-host-associated
1315,Non-host-associated
1256,Non-host-associated
1312,Non-host-associated
1339,Non-host-associated
1351,Non-host-associated
1335,Non-host-associated
1398,Non-host-associated
1368,Non-host-associated
1384,Non-host-associated
1306,Non-host-associated
1347,Non-host-associated
1357,Non-host-associated
1401,Non-host-associated
1383,Non-host-associated
1402,Non-host-associated
1451,Non-host-associated
1348,Non-host-associated
1370,Non-host-associated
1346,Non-host-associated
1287,Non-host-associated
1371,Non-host-associated
1445,Non-host-associated
1468,Non-host-associated
1468,Non-host-associated
1456,Non-host-associated
1487,Non-host-associated
1470,Non-host-associated
1473,Non-host-associated
1460,Non-host-associated
1463,Non-host-associated
1453,Non-host-associated
1275,Non-host-associated
1343,Non-host-associated
1316,Non-host-associated
1451,Non-host-associated
1351,Non-host-associated
1389,Non-host-associated
1363,Non-host-associated
1333,Non-host-associated
1396,Non-host-associated
1299,Non-host-associated
1291,Non-host-associated
1324,Non-host-associated
1381,Non-host-associated
1382,Non-host-associated
1362,Non-host-associated
1384,Non-host-associated
1360,Non-host-associated
1431,Non-host-associated
1374,Non-host-associated
1363,Non-host-associated
1420,Non-host-associated
1235,Non-host-associated
1405,Non-host-associated
1394,Non-host-associated
1402,Non-host-associated
1403,Non-host-associated
1318,Non-host-associated
1433,Non-host-associated
1349,Non-host-associated
1379,Non-host-associated
1119,Non-host-associated
1317,Non-host-associated
1308,Non-host-associated
1306,Non-host-associated
1321,Non-host-associated
1292,Non-host-associated
1238,Non-host-associated
1301,Non-host-associated
1366,Non-host-associated
1221,Non-host-associated
1306,Non-host-associated
1386,Animal
1437,Animal
1291,Animal
1468,Animal
1430,Animal
1447,Animal
1233,Animal
1375,Animal
1343,Animal
1387,Animal
1234,Animal
1286,Animal
1440,Animal
1391,Animal
1346,Animal
1364,Animal
1361,Animal
1343,Animal
1343,Animal
1343,Animal
1351,Animal
1348,Animal
1360,Animal
1362,Animal
1274,Animal
1450,Animal
1460,Animal
1457,Animal
1463,Animal
1460,Animal
1458,Animal
1449,Animal
1464,Animal
1453,Animal
1463,Animal
1455,Animal
1474,Animal
1450,Animal
1454,Animal
1458,Animal
1462,Animal
1466,Animal
1475,Animal
1459,Animal
1461,Animal
1467,Animal
1452,Animal
1448,Animal
1453,Animal
1451,Animal
1454,Animal
1462,Animal
1462,Animal
1471,Animal
1472,Animal
1472,Animal
1459,Animal
1452,Animal
1455,Animal
1465,Animal
1457,Animal
1465,Animal
1462,Animal
1460,Animal
1458,Animal
1464,Animal
1467,Animal
1463,Animal
1454,Animal
1460,Animal
1448,Animal
1429,Animal
1470,Animal
1461,Animal
1468,Animal
1462,Animal
1438,Animal
1456,Animal
1451,Animal
1455,Animal
1456,Animal
1449,Animal
1454,Animal
1465,Animal
1462,Animal
1465,Animal
1453,Animal
1465,Animal
1452,Animal
1465,Animal
1459,Animal
1460,Animal
1456,Animal
1458,Animal
1463,Animal
1457,Animal
1469,Animal
1459,Animal
1459,Animal
1464,Animal
1465,Animal
1463,Animal
1450,Animal
1470,Animal
1471,Animal
1469,Animal
1441,Animal
1448,Animal
1452,Animal
1469,Animal
1457,Animal
1466,Animal
1455,Animal
1464,Animal
1462,Animal
1462,Animal
1463,Animal
1474,Animal
1470,Animal
1471,Animal
1458,Animal
1471,Animal
1464,Animal
1460,Animal
1459,Animal
1460,Animal
1459,Animal
1456,Animal
1457,Animal
1466,Animal
1471,Animal
1466,Animal
1468,Animal
1471,Animal
1470,Animal
1454,Animal
1469,Animal
1459,Animal
1465,Animal
1455,Animal
1461,Animal
1462,Animal
1461,Animal
1462,Animal
1467,Animal
1465,Animal
1470,Animal
1455,Animal
1455,Animal
1460,Animal
1466,Animal
1455,Animal
1456,Animal
1463,Animal
1455,Animal
1451,Animal
1475,Animal
1469,Animal
1470,Animal
1460,Animal
1463,Animal
1462,Animal
1452,Animal
1472,Animal
1469,Animal
1472,Animal
1465,Animal
1416,Animal
1465,Animal
1477,Animal
1463,Animal
1466,Animal
1457,Animal
1446,Animal
1459,Animal
1441,Animal
1443,Animal
1456,Animal
1469,Animal
1461,Animal
1468,Animal
1466,Animal
1452,Animal
1425,Animal
1432,Animal
1461,Animal
1472,Animal
1463,Animal
1462,Animal
1468,Animal
1462,Animal
1463,Animal
1467,Animal
1467,Animal
1459,Animal
1469,Animal
1463,Animal
1467,Animal
1469,Animal
1466,Animal
1470,Animal
1471,Animal
1453,Animal
1475,Animal
1467,Animal
1474,Animal
1461,Animal
1462,Animal
1464,Animal
1468,Animal
1465,Animal
1460,Animal
1459,Animal
1471,Animal
1468,Animal
1455,Animal
1465,Animal
1464,Animal
1453,Animal
1454,Animal
1460,Animal
1455,Animal
1463,Animal
1466,Animal
1464,Animal
1458,Animal
1462,Animal
1469,Animal
1456,Animal
1442,Animal
1455,Animal
1467,Animal
1466,Animal
1443,Animal
1456,Animal
1459,Animal
1436,Animal
1461,Animal
1461,Animal
1466,Animal
1454,Animal
1469,Animal
1431,Animal
1467,Animal
1449,Animal
1465,Animal
1471,Animal
1467,Animal
1469,Animal
1464,Animal
1465,Animal
1468,Animal
1467,Animal
1459,Animal
1463,Animal
1456,Animal
1456,Animal
1464,Animal
1459,Animal
1432,Animal
1428,Animal
1456,Animal
1459,Animal
1460,Animal
1458,Animal
1460,Animal
1455,Animal
1467,Animal
1467,Animal
1465,Animal
1463,Animal
1456,Animal
1464,Animal
1458,Animal
1467,Animal
1476,Animal
1474,Animal
1474,Animal
1463,Animal
1455,Animal
1440,Animal
1449,Animal
1470,Animal
1459,Animal
1457,Animal
1469,Animal
1478,Animal
1460,Animal
1469,Animal
1468,Animal
1478,Animal
1463,Animal
1472,Animal
1462,Animal
1471,Animal
1459,Animal
1465,Animal
1461,Animal
1474,Animal
1473,Animal
1458,Animal
1453,Animal
1471,Animal
1464,Animal
1480,Animal
1452,Animal
1466,Animal
1468,Animal
1456,Animal
1460,Animal
1471,Animal
1467,Animal
1462,Animal
1460,Animal
1457,Animal
1464,Animal
1453,Animal
1470,Animal
1458,Animal
1462,Animal
1456,Animal
1472,Animal
1462,Animal
1462,Animal
1456,Animal
1457,Animal
1459,Animal
1474,Animal
1464,Animal
1464,Animal
1463,Animal
1471,Animal
1464,Animal
1470,Animal
1466,Animal
1464,Animal
1456,Animal
1461,Animal
1463,Animal
1462,Animal
1462,Animal
1461,Animal
1450,Animal
1466,Animal
1452,Animal
1450,Animal
1457,Animal
1454,Animal
1462,Animal
1451,Animal
1464,Animal
1463,Animal
1463,Animal
1467,Animal
1464,Animal
1458,Animal
1469,Animal
1470,Animal
1468,Animal
1439,Animal
1460,Animal
1463,Animal
1457,Animal
1459,Animal
1459,Animal
1458,Animal
1452,Animal
1466,Animal
1455,Animal
1466,Animal
1450,Animal
1451,Animal
1460,Animal
1465,Animal
1461,Animal
1460,Animal
1450,Animal
1463,Animal
1456,Animal
1456,Animal
1457,Animal
1450,Animal
1456,Animal
1419,Animal
1462,Animal
1471,Animal
1453,Animal
1448,Animal
1454,Animal
1449,Animal
1448,Animal
1467,Animal
1469,Animal
1465,Animal
1451,Animal
1471,Animal
1453,Animal
1461,Animal
1457,Animal
1462,Animal
1459,Animal
1466,Animal
1463,Animal
1458,Animal
1467,Animal
1459,Animal
1452,Animal
1457,Animal
1466,Animal
1459,Animal
1467,Animal
1459,Animal
1457,Animal
1473,Animal
1459,Animal
1466,Animal
1465,Animal
1458,Animal
1450,Animal
1459,Animal
1443,Animal
1441,Animal
1450,Animal
1467,Animal
1452,Animal
1447,Animal
1463,Animal
1428,Animal
1456,Animal
1439,Animal
1449,Animal
1467,Animal
1464,Animal
1451,Animal
1449,Animal
1457,Animal
1443,Animal
1456,Animal
1446,Animal
1447,Animal
1452,Animal
1462,Animal
1454,Animal
1451,Animal
1455,Animal
1457,Animal
1451,Animal
1470,Animal
1441,Animal
1457,Animal
1451,Animal
1437,Animal
1467,Animal
1456,Animal
1450,Animal
1454,Animal
1467,Animal
1460,Animal
1464,Animal
1477,Animal
1451,Animal
1455,Animal
1461,Animal
1451,Animal
1453,Animal
1440,Animal
1449,Animal
1442,Animal
1441,Animal
1470,Animal
1450,Animal
1457,Animal
1450,Animal
1456,Animal
1457,Animal
1452,Animal
1448,Animal
1453,Animal
1461,Animal
1444,Animal
1457,Animal
1444,Animal
1454,Animal
1463,Animal
1455,Animal
1451,Animal
1456,Animal
1457,Animal
1455,Animal
1459,Animal
1457,Animal
1454,Animal
1460,Animal
1453,Animal
1458,Animal
1456,Animal
1467,Animal
1456,Animal
1459,Animal
1458,Animal
1453,Animal
1454,Animal
1463,Animal
1451,Animal
1463,Animal
1455,Animal
1455,Animal
1469,Animal
1449,Animal
1459,Animal
1457,Animal
1453,Animal
1465,Animal
1457,Animal
1465,Animal
